,X,X.x,collarid,Number_of_fixes,Date_Start,DateStop,Duration,Variogram_inspection,Variogram_inspection_MBB,VariogramInspection_Jared,VariogramNotes_Jared,collartype,Name,giraffeid,duplicate,collarid_2,unit_ID,Attachment,species,subspecies,taxa,utm_zone,epsg,gmt_diff,Country,Park_location,year,Operation,date_collared,sex,age_class,LAST_FIX,failure_class,ID,model,tau_pos_lcl,tau_pos_ucl,tau_vel_lcl,tau_vel_ucl,tau_vel_ml,speed_lcl,speed_ucl,speed_ml,DOF_mean,DOF_area,DOF_speed,X.y,file_name,akde_95_lcl,akde_95_ML,akde_95_ucl,akde_95_DOF_area,akde_95_DOF_bandwidth,akde_50_lcl,akde_50_ML,akde_50_ucl,akde_50_DOF_area,akde_50_DOF_bandwidth,ProtectedArea,temp_mean,temp_sd,ndvi_mean,ndvi_sd,Bare,Closed.Deciduous.Forest,Closed.Evergreen.Forest,ClosedToOpen.herbaceous,ClosedToOpen.SemiDeciduous.Forest,ClosedToOpen.shrubland,Flooded.Forest_ClosedToOpen,Flooded.Grassland,Mosaic.Croplands,Mosaic.ForestShrubland,Mosaic.grassland,Mosaic.Vegetation,Open.Deciduous.Forest,Open.Evergreen.Forest,Rainfed.Croplands,Spare.Vegetation,Urban,Water,habitat,hfp2009_mean,hfp2009_sd,human_density_mean,human_density_sd,woody_mean,woody_sd,cop_bare_mean,cop_bare_sd,cop_tree_mean,cop_tree_sd,cop_shrub_mean,cop_shrub_sd
29,29,31,ST2010-2948,2061,4/18/2018,7/13/2018,86,good,good,1,0,IP103,Giraffe_05,Murch_14_640,no,st2010-2948,2948,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/18/2018,female,,7/13/2018,sudden failure,ST2010-2948,OUF anisotropic,11.54965944,67.12507028,40.87581444,47.88413765,44.24141866,15.27587798,15.9515956,15.61378692,4.7088862,5.673266537,2050.915781,25,0,262.654918,741.8154201,1465.32737,5.673266537,8.703789103,262.654918,741.8154201,1465.32737,5.673266537,8.703789103,1,29.56051481,5.786491921,0.685476419,0.08872398,0,0,0,0,0,0.134400776,0.005822416,0,0.839883552,0.002426007,0,0.002911208,0.008733624,0,0.005822416,0,0,0,Mosaic Croplands,10.18917507,4.130191604,33.38495833,10.0615464,8.213003396,10.32085953,0.972828724,1.234314874,8.836487142,2.706509249,18.44881126,2.990100949
30,30,32,ST2010-2955,9417,4/19/2018,5/25/2019,401,good,good,1,0,IP103,Giraffe_09,Murch_15_1244,no,st2010-2955,2955,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/19/2018,female,,5/25/2019,sudden failure,ST2010-2955,OUF anisotropic,15.69817465,26.29238042,41.19140164,44.3496243,42.74135219,16.49295947,16.83326161,16.66312248,13.74462331,23.84722849,9210.261434,29,0,488.605154,763.7981387,1099.47778,23.84722849,42.13971627,488.605154,763.7981387,1099.47778,23.84722849,42.13971627,1,28.06557813,5.103668071,0.530083443,0.15258072,0,0,0,0,0,0.102474249,0,0,0.873845174,0.001486673,0,0.013273866,0.007433365,0,0.001486673,0,0,0,Mosaic Croplands,9.081812213,3.621338696,31.22666705,9.881293834,10.93925879,16.7992838,0.833280238,1.097626716,9.412870341,3.844480426,18.48890305,3.05846268
31,31,33,ST2010-2954,11824,4/19/2018,10/8/2019,537,good,ok,1,0,IP103,Giraffe_08,Murch_15_1090,no,st2010-2954,2954,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/19/2018,female,,10/8/2019,voltage drop,ST2010-2954,OUF anisotropic,1.109760862,2.228863987,29.40948721,31.65314092,30.51069719,14.88871002,15.19182847,15.04027975,9.185302073,15.28596932,9457.488247,28,0,584.0292064,1036.98737,1617.834925,15.28596932,22.71368299,584.0292064,1036.98737,1617.834925,15.28596932,22.71368299,1,30.58219504,6.895699332,0.563319723,0.134031514,0,0,0,0.000338295,0,0.239343708,0,0,0.727757104,0.001099459,0,0.00541272,0.014631258,0,0.011417456,0,0,0,Mosaic Croplands,10.33796045,4.533022393,34.80484269,18.12176996,11.92608254,17.87546409,0.853433694,1.124530618,10.13244249,5.826181949,19.61062246,4.503265103
32,32,34,ST2010-2952,10110,4/19/2018,7/2/2019,439,good,good,1,0,IP103,Giraffe_10,Murch_14_010,no,st2010-2952,2952,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/19/2018,female,,7/2/2019,voltage drop,ST2010-2952,OUF anisotropic,8.065734409,11.11473836,40.3277493,43.31121411,41.79286763,14.63761018,14.92904448,14.7833372,28.10364919,51.81235378,9884.454391,27,0,235.0893833,314.9540625,406.3176534,51.81235378,117.8815614,235.0893833,314.9540625,406.3176534,51.81235378,117.8815614,0.999703264,30.60642702,6.24240557,0.551080158,0.128173463,0,0,0,0,0.000395648,0.128882295,0,0,0.817507418,0.001681503,0,0.004945598,0.046587537,0,0,0,0,0,Mosaic Croplands,9.730811687,3.029408761,29.29203761,4.725789294,15.87655786,18.06969269,1.415133531,1.508464742,11.9305638,6.554860339,18.97428289,5.181781259
33,33,35,ST2010-2956,2248,4/19/2018,3/6/2019,321,ok,ok,#N/A,#N/A,IP103,Giraffe_07,Murch_15_1048,no,st2010-2956,2956,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/19/2018,female,,3/6/2019,voltage drop,ST2010-2956,OUF anisotropic,8.005516055,13.93030622,33.4690464,39.35281545,36.29188899,13.01751119,13.58617253,13.30188354,14.23594158,21.85304215,2101.752298,30,0,155.3191231,248.2737863,362.6778024,21.85304215,20.34444011,155.3191231,248.2737863,362.6778024,21.85304215,20.34444011,1,28.19991087,5.62837059,0.668876779,0.11208389,0,0,0,0,0,0.202576633,0,0,0.760106619,0.008440693,0,0.001332741,0.021768103,0,0.005775211,0,0,0,Mosaic Croplands,11.21593515,5.072094255,34.9792772,12.39194883,6.346975089,10.52031665,0.975088968,1.08774068,8.444395018,2.313545317,19.37811388,2.851822176
34,34,36,ST2010-2929,10041,4/20/2018,7/3/2019,439,good,good,1,0,IP103,Giraffe_13,Murch_15_996,no,st2010-2929,2929,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/20/2018,female,,7/3/2019,voltage drop,ST2010-2929,OUF anisotropic,8.460519253,11.76933744,26.51246435,28.86098523,27.66181198,12.0569156,12.34237519,12.19965687,26.87775854,49.19114966,7016.040535,19,0,141.8897385,191.6723712,248.8252632,49.19114966,112.6901119,141.8897385,191.6723712,248.8252632,49.19114966,112.6901119,0.999203267,29.38508895,6.886252195,0.62676824,0.170325586,0,0,0,0,0.000199183,0.064933772,0,0,0.846927597,0,0,0.084354148,0.0035853,0,0,0,0,0,Mosaic Croplands,9.306716367,3.341791048,28.93487048,1.022395584,13.85678717,13.48786551,0.157952395,0.552924811,12.77561996,6.208539548,21.68379643,5.876391534
35,35,37,ST2010-2957,35,4/20/2018,9/12/2018,145,bad,,#N/A,#N/A,IP103,Giraffe_12,Murch_15_1463,no,st2010-2957,2957,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/20/2018,female,,9/12/2018,voltage drop,ST2010-2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28.18787879,6.839716623,0.691954286,0.025865459,0,0,0,0,0,0.028571429,0,0,0.971428571,0,0,0,0,0,0,0,0,0,Mosaic Croplands,9.620591954,1.789061451,28.96238376,0.253415709,19.14285714,13.66649587,0.571428571,1.065107404,15.85714286,17.68871833,16.71428571,2.652096048
36,36,38,ST2010-2941,528,4/21/2018,5/13/2018,22,good,ok,1,Problematic variogram,IP103,Giraffe_15,Murch_15_1257,no,st2010-2941,2941,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/21/2018,female,,5/13/2018,voltage drop,ST2010-2941,OUF anisotropic,8.230944666,18.37279858,23.39407371,34.6229553,28.46000647,11.30462602,12.49948015,11.90225585,2.327363589,2.562032268,381.0130313,20,0,37.44057858,218.3353567,555.4848284,2.562032268,3.088491782,37.44057858,218.3353567,555.4848284,2.562032268,3.088491782,1,29.09163498,6.666676647,0.764878409,0.043811612,0,0,0,0,0,0.085227273,0,0,0.914772727,0,0,0,0,0,0,0,0,0,Mosaic Croplands,11.44910571,3.266541317,28.96914773,0.421138234,13.28409091,13.88973836,0.248106061,0.62596886,10.31628788,4.144949586,18.68181818,3.939905665
37,37,39,ST2010-2923,2865,4/21/2018,9/2/2018,134,good,ok,1,0,IP103,Giraffe_14,Murch_15_961,no,st2010-2923,2923,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/21/2018,female,,9/2/2018,voltage drop,ST2010-2923,OUF anisotropic,16.9125891,80.81031529,27.61073451,32.22583664,29.82916392,11.77040831,12.26578114,12.01812974,4.951544523,6.191104497,2260.863856,15,0,143.1021062,382.4460377,737.368843,6.191104497,8.413194336,143.1021062,382.4460377,737.368843,6.191104497,8.413194336,1,28.71316988,6.724394316,0.712697208,0.072107354,0,0,0,0,0,0.056195462,0,0,0.9008726,0,0,0.036649215,0.006282723,0,0,0,0,0,Mosaic Croplands,10.29697136,3.50313511,28.82523811,0.408200129,13.83804538,15.3800419,0.273647469,0.68387768,9.919022688,4.905646518,17.67294939,3.696430861
38,38,40,ST2010-2925,3770,4/21/2018,7/3/2019,438,good,unknown,1,0,IP103,Giraffe_16,Murch_15_998,no,st2010-2925,2925,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/21/2018,female,,7/3/2019,unknown,ST2010-2925,OUF anisotropic,5.027405083,6.982923414,32.72860862,37.11840526,34.8544654,12.62472312,13.05450573,12.83963912,33.38707653,50.84933997,3428.337652,17,0,128.3546895,172.4695891,223.0004016,50.84933997,61.20148243,128.3546895,172.4695891,223.0004016,50.84933997,61.20148243,1,28.72239957,6.425232863,0.734196207,0.070055588,0,0,0,0,0,0.115822953,0,0,0.698383249,0,0,0.161144977,0.024648821,0,0,0,0,0,Mosaic Croplands,8.79591154,3.976708922,29.79652271,2.901399384,14.38859416,14.65586224,0.308488064,0.741490754,13.93527851,6.706645563,21.84668435,6.166767541
39,39,41,ST2010-2924,4582,4/22/2018,5/1/2019,374,good,unknown,1,0,IP103,Giraffe_19,Murch_14_679,no,st2010-2924,2924,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/22/2018,female,,5/1/2019,unknown,ST2010-2924,OUF anisotropic,16.43424294,28.89755767,33.55564647,37.5324148,35.48837052,14.09542808,14.52827585,14.31187444,12.22000171,20.9324124,4199.543396,16,0,352.375814,569.7458448,838.4956178,20.9324124,18.84204526,352.375814,569.7458448,838.4956178,20.9324124,18.84204526,0.999563509,29.66420405,6.390115876,0.608902532,0.109729218,0,0,0,0,0,0.113413304,0.002181025,0,0.853653217,0.001962923,0,0.023991276,0.004798255,0,0,0,0,0,Mosaic Croplands,9.32101271,2.755976854,29.48167422,5.773300031,13.54103012,13.1378747,0.901789612,1.276780814,9.980357922,3.464297973,17.28546486,3.077994084
40,40,42,ST2010-2927,761,4/22/2018,8/12/2018,112,bad,bad,0,Remove,IP103,Giraffe_20,Murch_15_1368,no,st2010-2927,2927,OssiUnit,came+I37:I275lopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/22/2018,male,,8/12/2018,voltage drop,ST2010-2927,OUF anisotropic,6.631341345,33.53457277,26.84945891,36.53521167,31.32013194,13.9069246,15.10152266,14.50439089,5.017849749,6.117330844,566.1441307,18,0,103.4377398,278.4859655,538.6967778,6.117330844,7.703453001,103.4377398,278.4859655,538.6967778,6.117330844,7.703453001,0.99868594,28.93491436,4.80336634,0.623915112,0.137459828,0,0,0,0,0,0.202365309,0,0,0.725361367,0.00131406,0,0,0.067017083,0,0,0,0,0.003942181,Mosaic Croplands,13.8409117,5.442101861,54.26427581,57.61838432,17.68331143,20.85787363,0.773981603,1.084049933,12.57293035,7.705790916,20.41655716,4.067676076
41,41,43,ST2010-2928,252,4/22/2018,5/3/2018,11,bad,,#N/A,#N/A,IP103,Giraffe_18,Murch_14_295,no,st2010-2928,2928,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,MFNP_2018,4/22/2018,male,,5/3/2018,unknown,ST2010-2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27.8188,4.983281946,0.76021746,0.055405923,0,0,0,0,0.011904762,0.111111111,0,0,0.575396825,0,0,0.063492063,0.238095238,0,0,0,0,0,Mosaic Croplands,4.277777778,3.419277175,47.11595705,9.324772018,30.5952381,24.76347991,0.115079365,0.45368214,25.51587302,15.96446958,24,7.115439696
42,42,44,ST2010-2930,25115,7/18/2018,6/11/2021,1059,good,good,1,0,IP103,HSBF045,Phyllis,no,st2010-2930,2930,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/18/2018,female,,6/11/2021,replaced,ST2010-2930,OUF anisotropic,1.231791712,2.097778844,28.01961356,29.51812734,28.75911196,12.55208831,12.74535011,12.64872429,15.54717154,22.61254606,16454.82684,2,0,366.8544705,581.2306266,844.1405462,22.61254606,51.30834181,366.8544705,581.2306266,844.1405462,22.61254606,51.30834181,0,28.23011088,8.986080406,0.137235007,0.036239903,0.54791957,0,0,0.337806092,0,0,0,0,0,0,0,0,0,0,0,0.114274338,0,0,Bare,3.488159119,1.966571265,0.114577701,0.105474908,11.86924149,11.26600087,51.98017121,24.15436748,10.29376866,5.593061375,14.10467848,7.764003885
43,43,45,ST2010-2931,24545,7/18/2018,7/12/2021,1090,good,good,1,0,IP103,HSBF015,Haraka,no,st2010-2931,2931,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/18/2018,female,,7/12/2021,death,ST2010-2931,OUF anisotropic,5.717892857,6.707229435,25.49210558,27.00548005,26.23788385,12.70591974,12.93570081,12.82081736,94.58331388,179.0575991,11958.95451,3,0,58.62411963,68.25582192,78.6093332,179.0575991,726.8032266,58.62411963,68.25582192,78.6093332,179.0575991,726.8032266,0,28.59934768,10.41065463,0.147447948,0.040271063,0.125010147,0,0,0.641204643,0,0,0,0,0,0,0,0,0,0,0,0.23378521,0,0,ClosedToOpen herbaceous,2.134395339,0.467459755,0.343937373,0.126070652,10.73225374,8.877225092,39.7585941,19.75171411,12.18657413,4.806657681,18.69398109,8.384522155
44,44,46,ST2010-2936,21323,7/19/2018,12/27/2020,892,good,good,1,0,IP103,HSBF032,Tinkerbell,no,st2010-2936,2936,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/19/2018,female,,12/27/2020,removed,ST2010-2936,OUF anisotropic,23.22783094,34.3331574,31.25695892,32.96944243,32.10178356,12.24885757,12.43385722,12.34136216,20.18048006,36.85929365,17095.28887,7,0,372.2917179,529.1394943,713.1277191,36.85929365,75.34619103,372.2917179,529.1394943,713.1277191,36.85929365,75.34619103,0,28.17005818,10.21583064,0.132515654,0.039785227,0.087135956,0,0,0.438024668,0,0,0,0,0,0,0,0,0,0,0,0.474839375,0,0,Spare Vegetation,2.296227807,0.443034615,0.357173556,0.17200655,12.71706608,11.52179303,46.30211509,23.28292378,10.02626272,5.76595104,16.81334709,8.552280558
45,45,47,ST2010-2932,5924,7/19/2018,3/23/2019,247,good,good,1,0,IP103,HSBM069,King,no,st2010-2932,2932,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/19/2018,male,,3/23/2019,sudden failure,ST2010-2932,OUF anisotropic,9.389441805,15.68829977,27.49256889,30.6733984,29.03946484,11.37069581,11.74825475,11.55949644,14.11975542,24.03529147,3600.683277,4,0,95.92651812,149.6625778,215.1582582,24.03529147,44.23845147,95.92651812,149.6625778,215.1582582,24.03529147,44.23845147,0,26.24701493,8.076161867,0.149040125,0.040776857,0.161883862,0,0,0.630486158,0,0,0,0,0,0,0,0,0,0,0,0.20762998,0,0,ClosedToOpen herbaceous,2.288002563,1.069336825,0.324888188,0.137674032,11.37575962,9.174298116,38.4096894,18.92661875,12.55654963,4.665369088,19.50742741,8.635104521
46,46,48,ST2010-2938,25937,7/21/2018,11/24/2021,1222,bad,bad,0,Problematic variogram,IP103,HNBF050,Kim,no,st2010-2938,2938,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/21/2018,female,,11/24/2021,fell off,ST2010-2938,OUF anisotropic,1.258287724,1.991196382,40.72912345,42.53765656,41.62356863,16.21560863,16.41238677,16.31400178,15.94400847,28.4301369,26403.4569,9,0,1147.226199,1720.571689,2408.265629,28.4301369,53.19873464,1147.226199,1720.571689,2408.265629,28.4301369,53.19873464,0.294987798,26.20613176,9.122263184,0.093016704,0.017816978,0.365769418,0,0,0.151556106,0,0,0,0,0,0,0,0,0,0,0,0.482674475,0,0,Spare Vegetation,1.940343691,1.456562269,0.018845729,0.010206722,4.4568425,5.761436939,92.00844753,11.88536756,1.643026093,3.366021439,3.724610475,4.320793678
47,47,49,ST2010-2733,25825,7/21/2018,7/13/2021,1088,good,good,1,0,IP103,HNBF071,Heart,no,st2010-2733,2733,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/21/2018,female,,7/13/2021,replaced,ST2010-2733,OUF anisotropic,26.44590762,38.78608608,42.21113249,44.0911242,43.14088879,12.6847664,12.84174248,12.76325776,21.54588404,38.11172572,25395.07672,1,0,714.5025341,1009.113232,1353.785396,38.11172572,83.02536327,714.5025341,1009.113232,1353.785396,38.11172572,83.02536327,0,27.21303016,9.49423549,0.099012729,0.016119131,0.017414085,0,0,0.167090461,0,0,0,0,0,0,0,0,0,0,0,0.815495454,0,0,Spare Vegetation,4.203332372,2.224985179,0.100142349,0.175495361,9.584566189,11.25058508,77.70638773,15.04554107,1.468716289,3.794863137,6.134227154,4.806085017
48,48,50,ST2010-2939,28605,7/22/2018,1/1/2022,1259,good,good,1,0,IP103,HNBF035,Wrinkle,no,st2010-2939,2939,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/22/2018,female,,12/31/2022,active,ST2010-2939,OUF anisotropic,4.168760509,4.712945377,33.81296497,35.33092152,34.56361109,15.60636295,15.79611147,15.70124115,151.1528514,294.67646,26302.96343,10,0,130.9862882,147.3293476,164.6192715,294.67646,1467.295103,130.9862882,147.3293476,164.6192715,294.67646,1467.295103,0.487104591,25.25486309,9.917614057,0.103812022,0.022651027,0.613867959,0,0,0.1358582,0,0,0,0,0,0,0,0,0,0,0,0.250273841,0,0,Bare,1.326996697,1.212001201,0.016281516,0.001701183,5.368473462,8.250526461,87.3747801,17.09157686,3.560460716,4.023876578,4.257775417,4.924606231
49,49,51,ST2010-2937,28398,7/23/2018,1/1/2022,1258,good,good,1,0,IP103,HNBF059,Hoanib Rocket,no,st2010-2937,2937,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/23/2018,female,,12/31/2022,active,ST2010-2937,OUF anisotropic,10.14325533,12.35895738,36.33092271,37.9112577,37.11267942,16.29698047,16.49045119,16.39371975,62.85694673,120.662432,27581.51518,8,0,417.295986,503.0409002,596.6784436,120.662432,406.9099753,417.295986,503.0409002,596.6784436,120.662432,406.9099753,0.524572614,25.60544234,9.983833337,0.103273989,0.024707836,0.554414372,0,0,0.141815262,0,0,0,0,0,3.35E-05,0,0,3.35E-05,0,0,0.303703456,0,0,Bare,1.636946962,1.57055521,0.022825765,0.027420001,5.561740992,7.85055463,85.5546151,19.78361836,3.670703556,4.234082961,4.852731591,6.153701349
50,50,52,ST2010-2934,28602,7/23/2018,1/1/2022,1258,good,good,1,0,IP103,HNBF045,Ranger,no,st2010-2934,2934,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/23/2018,female,,12/31/2022,active,ST2010-2934,OUF anisotropic,13.94469305,17.70208808,35.85055148,37.41017962,36.62206398,16.21909943,16.41020849,16.31465781,46.02859364,85.87230658,27995.42465,5,0,467.4925995,584.56255,714.5168551,85.87230658,257.3361327,467.4925995,584.56255,714.5168551,85.87230658,257.3361327,0.450059729,25.72146703,10.2230185,0.101458996,0.023391559,0.547252456,0,0,0.124834085,0,0,0,0,0,0,0,0,0,0,0,0.327913459,0,0,Bare,1.387651349,1.192662674,0.029985556,0.037113232,5.876858243,8.136050747,85.63216751,19.28245903,3.747876294,4.382947953,4.773294399,5.541975657
51,51,53,ST2010-2935,16040,7/24/2018,5/25/2020,671,good,good,1,0,IP103,HSBF056,Monarch,no,st2010-2935,2935,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2018,Namibia_2018,7/24/2018,female,,5/25/2020,fell off,ST2010-2935,OUF anisotropic,20.97091948,32.81925094,36.86056957,39.05157499,37.94025958,14.58351386,14.81878201,14.70115441,16.97591295,29.61711705,14999.19963,6,0,536.5746105,797.5051595,1109.318673,29.61711705,58.29807097,536.5746105,797.5051595,1109.318673,29.61711705,58.29807097,0,26.63022886,8.336872957,0.098479551,0.016859059,0.040399002,0,0,0.08223192,0,0,0,0,0,0,0,0,0,0,0,0.877369077,0,0,Spare Vegetation,3.257585749,1.355012574,0.028970828,0.052399263,9.570074813,12.22183415,80.63466334,13.04753291,0.915773067,2.900077605,5.704239401,3.59011007
52,52,54,ST2010-2964,8175,8/12/2018,7/19/2020,707,good,good,1,Nice variogram,IP103,Giraffe_10,Murch_14_029,no,st2010-2964,2964,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_MurchisonFalls,2018,Twiga3,8/12/2018,female,,7/19/2020,fell off,ST2010-2964,OUF anisotropic,3.755181967,4.772665022,27.4824431,30.16015618,28.79018541,12.63595474,12.95848422,12.79723345,46.30512564,86.78139314,6047.527901,32,0,66.3955737,82.91956121,101.2520509,86.78139314,253.7373163,66.3955737,82.91956121,101.2520509,86.78139314,253.7373163,0.999021407,30.49829761,6.214837061,NA,NA,0,0,0,0,0,0.302029836,0,0,0.594766447,0.013450721,0,0,0.089508437,0,0,0,0,0.000244559,Mosaic Croplands,9.489379233,2.411399186,68.56954647,46.3299933,8.599633028,13.18813537,1.064587156,1.170653829,9.246850153,3.279117674,17.51743119,2.816578252
53,53,55,ST2010-2933,8293,8/15/2018,7/27/2019,346,good,good,1,0,IP103,Giraffe_12,Piggly_Wiggly,no,st2010-2933,2933,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_Kidepo,2018,Twiga3,8/15/2018,female,,7/27/2019,fell off,ST2010-2933,OUF anisotropic,8.836640391,13.16610374,34.01080756,36.97099705,35.46002631,17.10541225,17.50413627,17.30479004,20.51761525,35.91620923,7235.595789,6,0,266.2703733,380.3477902,514.4450894,35.91620923,76.77621117,266.2703733,380.3477902,514.4450894,35.91620923,76.77621117,0.994573737,28.20275196,6.622730356,0.444388131,0.157363171,0,0,0,0,0,0.078379356,0,0,0.24984927,0.647895816,0,0,0.002773423,0,0.021102134,0,0,0,Mosaic ForestShrubland,6.841310714,3.833117421,17.54391798,12.54288484,12.71747257,9.214723206,0.040877849,0.279795255,12.2503316,3.725900397,23.20366574,3.393706907
54,54,64,IRI2016-3040,3198,11/8/2018,3/23/2019,135,good,good,1,0,IP103,155/11,155/11,no,iri2016-3040,3040,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2018,Niger_2018,11/8/2018,male,adult,3/23/2019,sudden failure,IRI2016-3040,OUF anisotropic,2.86086365,4.105184723,40.73034115,46.42806111,43.48598358,20.71906317,21.46970569,21.09443027,24.32790724,43.45795411,3033.487582,3,0,213.3007892,294.1904974,387.8823995,43.45795411,94.33443563,213.3007892,294.1904974,387.8823995,43.45795411,94.33443563,0,25.95178914,7.102431288,0.20504267,0.021251141,0,0,0,0.199186992,0,0,0,0,0.001563477,0.006253909,0.000312695,0.757348343,0,0,0.007817386,0.027517198,0,0,Mosaic Vegetation,4.68137019,3.579227655,108.6964812,7.904654813,8.262976861,10.04182427,1.911194497,3.198019955,7.126954346,2.518151591,16.0478424,4.336909414
